,name,last_modified,size
0,VNP46A4.A2014001.h00v01.001.2022263125215.h5,2022-09-20 17:19,1297414
1,VNP46A4.A2014001.h00v02.001.2021124202028.h5,2021-05-05 04:23,10524947
2,VNP46A4.A2014001.h00v03.001.2021120140134.h5,2021-05-01 02:18,1089574
3,VNP46A4.A2014001.h00v06.001.2021119114935.h5,2021-04-29 23:52,644454
4,VNP46A4.A2014001.h00v09.001.2021120232703.h5,2021-05-01 06:39,666980
5,VNP46A4.A2014001.h00v10.001.2021119114317.h5,2021-04-29 21:35,908187
6,VNP46A4.A2014001.h00v11.001.2021117183734.h5,2021-04-28 17:57,692616
7,VNP46A4.A2014001.h00v13.001.2021119120025.h5,2021-04-29 23:30,696345
8,VNP46A4.A2014001.h00v14.001.2021117184150.h5,2021-04-28 18:30,638968
9,VNP46A4.A2014001.h00v15.001.2021117183540.h5,2021-04-28 18:00,638968
10,VNP46A4.A2014001.h00v16.001.2022263125255.h5,2022-09-20 16:45,746987
11,VNP46A4.A2014001.h00v17.001.2022263125218.h5,2022-09-20 14:19,1337388
12,VNP46A4.A2014001.h01v02.001.2021124202028.h5,2021-05-05 04:39,19459960
13,VNP46A4.A2014001.h01v03.001.2021117183602.h5,2021-04-28 18:04,3503975
14,VNP46A4.A2014001.h01v06.001.2021117184254.h5,2021-04-28 18:11,652622
15,VNP46A4.A2014001.h01v08.001.2021117183909.h5,2021-04-28 18:07,644222
16,VNP46A4.A2014001.h01v16.001.2022263125311.h5,2022-09-20 16:45,1139142
17,VNP46A4.A2014001.h01v17.001.2022263125319.h5,2022-09-20 14:19,3330923
18,VNP46A4.A2014001.h02v01.001.2022263125355.h5,2022-09-20 17:40,3897254
19,VNP46A4.A2014001.h02v02.001.2021124194732.h5,2021-05-05 04:11,40758912
20,VNP46A4.A2014001.h02v03.001.2021117183857.h5,2021-04-28 18:04,7632915
21,VNP46A4.A2014001.h02v06.001.2021117184109.h5,2021-04-28 18:27,978828
22,VNP46A4.A2014001.h02v07.001.2021117184226.h5,2021-04-28 18:14,876567
23,VNP46A4.A2014001.h02v08.001.2021117184120.h5,2021-04-28 17:57,673006
24,VNP46A4.A2014001.h02v10.001.2021117184009.h5,2021-04-28 18:00,707605
25,VNP46A4.A2014001.h02v16.001.2022263125339.h5,2022-09-20 16:45,3002877
26,VNP46A4.A2014001.h02v17.001.2022263125305.h5,2022-09-20 14:19,3346713
27,VNP46A4.A2014001.h03v02.001.2021125195614.h5,2021-05-06 04:40,43692612
28,VNP46A4.A2014001.h03v03.001.2021117183552.h5,2021-04-28 18:21,962359
29,VNP46A4.A2014001.h03v09.001.2021117183900.h5,2021-04-28 18:24,669730
30,VNP46A4.A2014001.h03v10.001.2021117184121.h5,2021-04-28 18:24,1073320
