,name,last_modified,size
0,VNP46A4.A2015001.h00v01.001.2022263131940.h5,2022-09-20 17:59,1340022
1,VNP46A4.A2015001.h00v02.001.2021125103919.h5,2021-05-05 17:56,12214162
2,VNP46A4.A2015001.h00v03.001.2021119111425.h5,2021-04-29 21:00,1082169
3,VNP46A4.A2015001.h00v06.001.2021118152514.h5,2021-04-29 01:41,644683
4,VNP46A4.A2015001.h00v09.001.2021120134135.h5,2021-04-30 23:27,665837
5,VNP46A4.A2015001.h00v10.001.2021119100355.h5,2021-04-29 19:58,907248
6,VNP46A4.A2015001.h00v11.001.2021118151812.h5,2021-04-29 01:13,693242
7,VNP46A4.A2015001.h00v13.001.2021119130125.h5,2021-04-30 02:30,696749
8,VNP46A4.A2015001.h00v14.001.2021119120823.h5,2021-04-29 22:02,638968
9,VNP46A4.A2015001.h00v15.001.2021119102048.h5,2021-04-29 20:05,638968
10,VNP46A4.A2015001.h00v16.001.2022263132115.h5,2022-09-20 17:13,666950
11,VNP46A4.A2015001.h00v17.001.2022263130729.h5,2022-09-20 14:26,763249
12,VNP46A4.A2015001.h01v02.001.2021126111058.h5,2021-05-06 18:38,20867893
13,VNP46A4.A2015001.h01v03.001.2021120143050.h5,2021-05-01 00:20,3608476
14,VNP46A4.A2015001.h01v06.001.2021120141725.h5,2021-05-01 00:20,652140
15,VNP46A4.A2015001.h01v08.001.2021120225447.h5,2021-05-01 06:49,643864
16,VNP46A4.A2015001.h01v16.001.2022263132144.h5,2022-09-20 17:03,1186534
17,VNP46A4.A2015001.h01v17.001.2022263130810.h5,2022-09-20 14:26,698580
18,VNP46A4.A2015001.h02v01.001.2022263131956.h5,2022-09-20 17:59,4233543
19,VNP46A4.A2015001.h02v02.001.2021126111151.h5,2021-05-06 20:50,42354788
20,VNP46A4.A2015001.h02v03.001.2021119124414.h5,2021-04-30 00:52,7909267
21,VNP46A4.A2015001.h02v06.001.2021118171617.h5,2021-04-29 00:56,974632
22,VNP46A4.A2015001.h02v07.001.2021118170129.h5,2021-04-29 01:13,876571
23,VNP46A4.A2015001.h02v08.001.2021118172435.h5,2021-04-29 01:45,673013
24,VNP46A4.A2015001.h02v10.001.2021118170659.h5,2021-04-29 01:17,706956
25,VNP46A4.A2015001.h02v16.001.2022263132211.h5,2022-09-20 17:13,2939882
26,VNP46A4.A2015001.h02v17.001.2022263130847.h5,2022-09-20 14:26,1121878
27,VNP46A4.A2015001.h03v02.001.2021125200040.h5,2021-05-06 05:08,45278364
28,VNP46A4.A2015001.h03v03.001.2021118172122.h5,2021-04-29 01:22,991172
29,VNP46A4.A2015001.h03v09.001.2021118165054.h5,2021-04-29 02:47,669465
30,VNP46A4.A2015001.h03v10.001.2021118172028.h5,2021-04-29 03:11,1070368
31,VNP46A4.A2015001.h03v11.001.2021118165357.h5,2021-04-29 02:38,663874
32,VNP46A4.A2015001.h03v16.001.2022263130346.h5,2022-09-20 16:45,6866256
33,VNP46A4.A2015001.h03v17.001.2022263130841.h5,2022-09-20 14:26,2087302
34,VNP46A4.A2015001.h04v02.001.2021126111144.h5,2021-05-06 18:45,45828455
35,VNP46A4.A2015001.h04v03.001.2021118174103.h5,2021-04-29 02:09,15886128
36,VNP46A4.A2015001.h04v09.001.2021119002953.h5,2021-04-29 08:32,669298
37,VNP46A4.A2015001.h04v10.001.2021119013648.h5,2021-04-29 09:41,668311
38,VNP46A4.A2015001.h04v11.001.2021119000851.h5,2021-04-29 08:02,698368
