,name,last_modified,size
0,VNP46A4.A2021001.h00v01.001.2022263145242.h5,2022-09-20 20:32,1273924
1,VNP46A4.A2021001.h00v02.001.2022094114759.h5,2022-04-04 19:35,10225895
2,VNP46A4.A2021001.h00v03.001.2022094114841.h5,2022-04-04 21:23,1090978
3,VNP46A4.A2021001.h00v06.001.2022094114840.h5,2022-04-04 21:39,645748
4,VNP46A4.A2021001.h00v09.001.2022094114841.h5,2022-04-04 21:45,668227
5,VNP46A4.A2021001.h00v10.001.2022094114841.h5,2022-04-04 21:57,907955
6,VNP46A4.A2021001.h00v11.001.2022094114846.h5,2022-04-04 22:11,694376
7,VNP46A4.A2021001.h00v13.001.2022094114840.h5,2022-04-04 21:39,695903
8,VNP46A4.A2021001.h00v14.001.2022094114905.h5,2022-04-04 21:39,640032
9,VNP46A4.A2021001.h00v15.001.2022094114904.h5,2022-04-04 21:29,640032
10,VNP46A4.A2021001.h00v16.001.2022263145529.h5,2022-09-20 18:42,662676
11,VNP46A4.A2021001.h00v17.001.2022263145533.h5,2022-09-20 16:03,779264
12,VNP46A4.A2021001.h01v02.001.2022094114900.h5,2022-04-04 19:56,19335986
13,VNP46A4.A2021001.h01v03.001.2022094114905.h5,2022-04-04 21:26,3594476
14,VNP46A4.A2021001.h01v06.001.2022094114904.h5,2022-04-04 21:49,653011
15,VNP46A4.A2021001.h01v08.001.2022094114906.h5,2022-04-04 21:39,645121
16,VNP46A4.A2021001.h01v16.001.2022263145500.h5,2022-09-20 18:19,1174530
17,VNP46A4.A2021001.h01v17.001.2022263145442.h5,2022-09-20 15:37,797162
18,VNP46A4.A2021001.h02v01.001.2022263145532.h5,2022-09-20 18:56,4059867
19,VNP46A4.A2021001.h02v02.001.2022094114932.h5,2022-04-04 20:01,40117914
20,VNP46A4.A2021001.h02v03.001.2022094114937.h5,2022-04-04 21:31,7943529
21,VNP46A4.A2021001.h02v06.001.2022094114938.h5,2022-04-04 21:39,964136
22,VNP46A4.A2021001.h02v07.001.2022094114937.h5,2022-04-04 21:45,871607
23,VNP46A4.A2021001.h02v08.001.2022094114940.h5,2022-04-04 21:57,674687
24,VNP46A4.A2021001.h02v10.001.2022094114934.h5,2022-04-04 21:39,706874
25,VNP46A4.A2021001.h02v16.001.2022263145621.h5,2022-09-20 18:32,2939016
26,VNP46A4.A2021001.h02v17.001.2022263145743.h5,2022-09-20 15:43,1269698
27,VNP46A4.A2021001.h03v02.001.2022094115004.h5,2022-04-04 19:56,41840189
28,VNP46A4.A2021001.h03v03.001.2022094115010.h5,2022-04-04 21:23,973804
29,VNP46A4.A2021001.h03v09.001.2022094115008.h5,2022-04-04 21:49,670226
30,VNP46A4.A2021001.h03v10.001.2022094115005.h5,2022-04-04 21:45,1062831
31,VNP46A4.A2021001.h03v11.001.2022094115003.h5,2022-04-04 21:45,664590
32,VNP46A4.A2021001.h03v16.001.2022263145824.h5,2022-09-20 18:32,6099480
