,name,last_modified,size
0,VNP46A4.A2017001.h00v01.001.2022263134629.h5,2022-09-20 18:10,1409355
1,VNP46A4.A2017001.h00v02.001.2021124152857.h5,2021-05-05 01:19,10657069
2,VNP46A4.A2017001.h00v03.001.2021125200750.h5,2021-05-06 08:10,1105719
3,VNP46A4.A2017001.h00v06.001.2021124180802.h5,2021-05-05 03:43,644646
4,VNP46A4.A2017001.h00v09.001.2021120140652.h5,2021-04-30 23:41,667349
5,VNP46A4.A2017001.h00v10.001.2021119041847.h5,2021-04-29 12:34,904812
6,VNP46A4.A2017001.h00v11.001.2021119034937.h5,2021-04-29 12:11,692965
7,VNP46A4.A2017001.h00v13.001.2021119042039.h5,2021-04-29 14:29,695348
8,VNP46A4.A2017001.h00v14.001.2021120140405.h5,2021-05-01 01:44,638968
9,VNP46A4.A2017001.h00v15.001.2021119034933.h5,2021-04-29 14:08,638968
10,VNP46A4.A2017001.h00v16.001.2022263135031.h5,2022-09-20 17:40,662974
11,VNP46A4.A2017001.h00v17.001.2022263132626.h5,2022-09-20 14:34,708618
12,VNP46A4.A2017001.h01v02.001.2021124175254.h5,2021-05-05 01:37,19337540
13,VNP46A4.A2017001.h01v03.001.2021119043043.h5,2021-04-29 14:49,3764569
14,VNP46A4.A2017001.h01v06.001.2021120140813.h5,2021-04-30 23:49,652030
15,VNP46A4.A2017001.h01v08.001.2021120141230.h5,2021-04-30 23:54,644442
16,VNP46A4.A2017001.h01v16.001.2022263131702.h5,2022-09-20 16:49,1074505
17,VNP46A4.A2017001.h01v17.001.2022263132723.h5,2022-09-20 14:34,775442
18,VNP46A4.A2017001.h02v01.001.2022263134708.h5,2022-09-20 19:00,4266054
19,VNP46A4.A2017001.h02v02.001.2021124175114.h5,2021-05-05 01:38,40421306
20,VNP46A4.A2017001.h02v03.001.2021119132351.h5,2021-04-30 00:51,8057770
21,VNP46A4.A2017001.h02v06.001.2021119133730.h5,2021-04-30 02:20,974555
22,VNP46A4.A2017001.h02v07.001.2021119131909.h5,2021-04-30 00:40,879278
23,VNP46A4.A2017001.h02v08.001.2021121001616.h5,2021-05-01 09:18,674400
24,VNP46A4.A2017001.h02v10.001.2021120165603.h5,2021-05-01 03:20,707636
25,VNP46A4.A2017001.h02v16.001.2022263135040.h5,2022-09-20 18:12,2997663
26,VNP46A4.A2017001.h02v17.001.2022263131608.h5,2022-09-20 14:30,1358147
