,name,last_modified,size
0,VNP46A4.A2013001.h00v01.001.2022263124217.h5,2022-09-20 15:43,1375285
1,VNP46A4.A2013001.h00v02.001.2021124181747.h5,2021-05-05 02:11,10943835
2,VNP46A4.A2013001.h00v03.001.2021119115411.h5,2021-04-29 23:33,1076881
3,VNP46A4.A2013001.h00v06.001.2021120142019.h5,2021-05-01 01:15,644422
4,VNP46A4.A2013001.h00v09.001.2021119110134.h5,2021-04-29 21:03,666429
5,VNP46A4.A2013001.h00v10.001.2021118150439.h5,2021-04-29 02:46,892737
6,VNP46A4.A2013001.h00v11.001.2021121002014.h5,2021-05-01 09:27,692946
7,VNP46A4.A2013001.h00v13.001.2021119110159.h5,2021-04-29 21:33,695597
8,VNP46A4.A2013001.h00v14.001.2021120233648.h5,2021-05-01 08:51,638968
9,VNP46A4.A2013001.h00v15.001.2021119110308.h5,2021-04-29 20:55,638968
10,VNP46A4.A2013001.h00v16.001.2022263124222.h5,2022-09-20 16:20,772114
11,VNP46A4.A2013001.h00v17.001.2022263124210.h5,2022-09-20 14:19,2477999
12,VNP46A4.A2013001.h01v02.001.2021124181901.h5,2021-05-05 02:11,18381838
13,VNP46A4.A2013001.h01v03.001.2021120235023.h5,2021-05-01 09:42,3470416
14,VNP46A4.A2013001.h01v06.001.2021119120239.h5,2021-04-29 23:35,652527
15,VNP46A4.A2013001.h01v08.001.2021120135334.h5,2021-04-30 23:45,644402
16,VNP46A4.A2013001.h01v16.001.2022263124233.h5,2022-09-20 16:19,1298935
17,VNP46A4.A2013001.h01v17.001.2022263124209.h5,2022-09-20 13:13,2902716
18,VNP46A4.A2013001.h02v01.001.2022263124255.h5,2022-09-20 17:13,3454458
19,VNP46A4.A2013001.h02v02.001.2021124212833.h5,2021-05-05 05:47,38565375
20,VNP46A4.A2013001.h02v03.001.2021120142531.h5,2021-05-01 01:33,7554866
21,VNP46A4.A2013001.h02v06.001.2021119110508.h5,2021-04-29 21:03,981560
22,VNP46A4.A2013001.h02v07.001.2021117183140.h5,2021-04-28 18:27,885685
23,VNP46A4.A2013001.h02v08.001.2021120164956.h5,2021-05-01 02:31,673927
24,VNP46A4.A2013001.h02v10.001.2021124114920.h5,2021-05-04 21:57,708799
25,VNP46A4.A2013001.h02v16.001.2022263124248.h5,2022-09-20 16:17,3014090
26,VNP46A4.A2013001.h02v17.001.2022263124335.h5,2022-09-20 14:26,2496158
27,VNP46A4.A2013001.h03v02.001.2021125103214.h5,2021-05-05 20:01,39862114
28,VNP46A4.A2013001.h03v03.001.2021118150810.h5,2021-04-29 03:04,950475
29,VNP46A4.A2013001.h03v09.001.2021120233316.h5,2021-05-01 08:57,669742
30,VNP46A4.A2013001.h03v10.001.2021119113441.h5,2021-04-30 01:30,1060852
31,VNP46A4.A2013001.h03v11.001.2021119093529.h5,2021-04-29 20:37,663912
32,VNP46A4.A2013001.h03v16.001.2022263124258.h5,2022-09-20 16:16,7189611
33,VNP46A4.A2013001.h03v17.001.2022263124300.h5,2022-09-20 14:19,3988040
34,VNP46A4.A2013001.h04v02.001.2021124194349.h5,2021-05-05 04:43,38867213
35,VNP46A4.A2013001.h04v03.001.2021119120226.h5,2021-04-29 23:00,12866024
36,VNP46A4.A2013001.h04v09.001.2021119110652.h5,2021-04-29 21:47,669806
37,VNP46A4.A2013001.h04v10.001.2021118150820.h5,2021-04-29 01:01,663911
38,VNP46A4.A2013001.h04v11.001.2021119115902.h5,2021-04-30 01:49,697971
39,VNP46A4.A2013001.h04v16.001.2022263124342.h5,2022-09-20 16:49,9364780
40,VNP46A4.A2013001.h04v17.001.2022263124335.h5,2022-09-20 14:26,4525416
41,VNP46A4.A2013001.h05v01.001.2022263124400.h5,2022-09-20 17:40,5706698
42,VNP46A4.A2013001.h05v02.001.2021125103219.h5,2021-05-05 20:01,36885270
43,VNP46A4.A2013001.h05v03.001.2021120135453.h5,2021-05-01 01:34,34606493
44,VNP46A4.A2013001.h05v04.001.2021119113738.h5,2021-04-29 21:54,16965913
45,VNP46A4.A2013001.h05v05.001.2021119120257.h5,2021-04-29 23:11,5018096
46,VNP46A4.A2013001.h05v16.001.2022263124448.h5,2022-09-20 16:45,10032027
47,VNP46A4.A2013001.h05v17.001.2022263124311.h5,2022-09-20 14:19,3884394
48,VNP46A4.A2013001.h06v01.001.2022263124354.h5,2022-09-20 17:40,13904169
49,VNP46A4.A2013001.h06v02.001.2021126110716.h5,2021-05-06 19:19,33093942
50,VNP46A4.A2013001.h06v03.001.2021120133936.h5,2021-05-01 00:20,40122651
51,VNP46A4.A2013001.h06v04.001.2021119112413.h5,2021-04-29 23:02,35114770
52,VNP46A4.A2013001.h06v05.001.2021120233733.h5,2021-05-01 07:35,23872403
53,VNP46A4.A2013001.h06v06.001.2021118151224.h5,2021-04-29 01:32,3547272
54,VNP46A4.A2013001.h06v16.001.2022263124419.h5,2022-09-20 16:23,10061671
55,VNP46A4.A2013001.h06v17.001.2022263124424.h5,2022-09-20 14:19,3675719
56,VNP46A4.A2013001.h07v01.001.2022263124458.h5,2022-09-20 17:40,11161178
57,VNP46A4.A2013001.h07v02.001.2021125103212.h5,2021-05-05 19:50,30799082
58,VNP46A4.A2013001.h07v03.001.2021120141425.h5,2021-05-01 00:27,38617985
59,VNP46A4.A2013001.h07v04.001.2021119114841.h5,2021-04-29 23:29,34057448
60,VNP46A4.A2013001.h07v05.001.2021118151030.h5,2021-04-28 23:51,28722603
61,VNP46A4.A2013001.h07v06.001.2021119110839.h5,2021-04-29 21:35,15971521
62,VNP46A4.A2013001.h07v07.001.2021118150854.h5,2021-04-29 00:24,2762580
63,VNP46A4.A2013001.h07v16.001.2022263124636.h5,2022-09-20 16:03,8001846
64,VNP46A4.A2013001.h07v17.001.2022263124402.h5,2022-09-20 14:19,3781122
65,VNP46A4.A2013001.h08v00.001.2022263124438.h5,2022-09-20 14:26,2658534
66,VNP46A4.A2013001.h08v01.001.2022263124522.h5,2022-09-20 17:51,15713951
67,VNP46A4.A2013001.h08v02.001.2021125103226.h5,2021-05-05 20:30,27283076
68,VNP46A4.A2013001.h08v03.001.2021119112933.h5,2021-04-29 22:45,36597499
69,VNP46A4.A2013001.h08v04.001.2021118151443.h5,2021-04-29 03:17,41262651
70,VNP46A4.A2013001.h08v05.001.2021120135135.h5,2021-05-01 01:09,33835777
71,VNP46A4.A2013001.h08v06.001.2021117183429.h5,2021-04-28 18:04,10629573
72,VNP46A4.A2013001.h08v07.001.2021120134455.h5,2021-04-30 23:59,10342521
73,VNP46A4.A2013001.h08v08.001.2021120135928.h5,2021-05-01 00:41,665981
74,VNP46A4.A2013001.h08v09.001.2021121000241.h5,2021-05-01 09:21,838302
75,VNP46A4.A2013001.h08v16.001.2022263124507.h5,2022-09-20 16:49,11290072
76,VNP46A4.A2013001.h08v17.001.2022263124439.h5,2022-09-20 14:19,3758589
77,VNP46A4.A2013001.h09v00.001.2022263124434.h5,2022-09-20 14:26,5881360
78,VNP46A4.A2013001.h09v01.001.2022263124439.h5,2022-09-20 17:29,22615462
79,VNP46A4.A2013001.h09v02.001.2021124131047.h5,2021-05-04 21:31,14062106
80,VNP46A4.A2013001.h09v03.001.2021119120446.h5,2021-04-29 23:20,18633778
81,VNP46A4.A2013001.h09v04.001.2021119111059.h5,2021-04-29 21:35,42291248
82,VNP46A4.A2013001.h09v05.001.2021120133040.h5,2021-04-30 23:58,38027524
83,VNP46A4.A2013001.h09v06.001.2021118150909.h5,2021-04-29 01:16,7765380
84,VNP46A4.A2013001.h09v07.001.2021117183702.h5,2021-04-28 18:17,8378477
85,VNP46A4.A2013001.h09v08.001.2021119110923.h5,2021-04-29 21:00,2312342
86,VNP46A4.A2013001.h09v09.001.2021119114836.h5,2021-04-29 22:07,2233610
87,VNP46A4.A2013001.h09v16.001.2022263124501.h5,2022-09-20 16:52,9592828
88,VNP46A4.A2013001.h09v17.001.2022263124521.h5,2022-09-20 14:19,3852344
89,VNP46A4.A2013001.h10v00.001.2022263124529.h5,2022-09-20 14:26,8787282
90,VNP46A4.A2013001.h10v01.001.2022263124555.h5,2022-09-20 17:51,13519904
91,VNP46A4.A2013001.h10v02.001.2021126110721.h5,2021-05-06 21:57,19430058
92,VNP46A4.A2013001.h10v03.001.2021118150843.h5,2021-04-29 01:26,33773506
93,VNP46A4.A2013001.h10v04.001.2021120134834.h5,2021-04-30 23:58,45079095
94,VNP46A4.A2013001.h10v05.001.2021118150925.h5,2021-04-28 23:34,12938715
95,VNP46A4.A2013001.h10v06.001.2021118151207.h5,2021-04-29 01:15,3320200
96,VNP46A4.A2013001.h10v07.001.2021117183612.h5,2021-04-28 18:30,4784939
97,VNP46A4.A2013001.h10v08.001.2021117183728.h5,2021-04-28 18:30,15899965
98,VNP46A4.A2013001.h10v09.001.2021120134141.h5,2021-05-01 00:20,15900546
99,VNP46A4.A2013001.h10v10.001.2021118151145.h5,2021-04-29 01:16,9009006
100,VNP46A4.A2013001.h10v11.001.2021117183423.h5,2021-04-28 18:11,2380961
101,VNP46A4.A2013001.h10v12.001.2021117183609.h5,2021-04-28 18:14,8688151
102,VNP46A4.A2013001.h10v13.001.2021119110929.h5,2021-04-29 22:00,15030036
103,VNP46A4.A2013001.h10v14.001.2021120164742.h5,2021-05-01 02:38,6755556
104,VNP46A4.A2013001.h10v15.001.2021120135204.h5,2021-05-01 00:37,1350256
105,VNP46A4.A2013001.h10v16.001.2022263124538.h5,2022-09-20 16:49,7944026
106,VNP46A4.A2013001.h10v17.001.2022263124523.h5,2022-09-20 14:19,3226047
107,VNP46A4.A2013001.h11v00.001.2022263124506.h5,2022-09-20 14:34,6025451
108,VNP46A4.A2013001.h11v01.001.2022263124633.h5,2022-09-20 18:32,8281907
