,name,last_modified,size
0,VNP46A3.A2013060.h00v01.001.2021125135545.h5,2021-05-05 14:02,1033746
1,VNP46A3.A2013060.h00v02.001.2021125073629.h5,2021-05-05 07:43,7150216
2,VNP46A3.A2013060.h00v03.001.2021125102937.h5,2021-05-05 10:48,933586
3,VNP46A3.A2013060.h00v06.001.2021125073634.h5,2021-05-05 07:44,613010
4,VNP46A3.A2013060.h00v09.001.2021125073635.h5,2021-05-05 07:44,623702
5,VNP46A3.A2013060.h00v10.001.2021125073644.h5,2021-05-05 07:58,782730
6,VNP46A3.A2013060.h00v11.001.2021125073643.h5,2021-05-05 07:58,647086
7,VNP46A3.A2013060.h00v13.001.2021125073645.h5,2021-05-05 07:44,650813
8,VNP46A3.A2013060.h00v14.001.2021125073644.h5,2021-05-05 07:50,608904
9,VNP46A3.A2013060.h00v15.001.2021125073653.h5,2021-05-05 07:50,608904
10,VNP46A3.A2013060.h00v16.001.2021125102430.h5,2021-05-05 10:43,608904
11,VNP46A3.A2013060.h00v17.001.2021125135525.h5,2021-05-05 14:00,608816
12,VNP46A3.A2013060.h01v02.001.2021125073701.h5,2021-05-05 07:47,11717315
13,VNP46A3.A2013060.h01v03.001.2021125102151.h5,2021-05-05 10:43,2560066
14,VNP46A3.A2013060.h01v06.001.2021125073700.h5,2021-05-05 07:47,618693
15,VNP46A3.A2013060.h01v08.001.2021125073701.h5,2021-05-05 07:49,613055
16,VNP46A3.A2013060.h01v16.001.2021125073706.h5,2021-05-05 07:44,608904
17,VNP46A3.A2013060.h01v17.001.2021125073704.h5,2021-05-05 07:45,608816
18,VNP46A3.A2013060.h02v01.001.2021125073707.h5,2021-05-05 07:49,2324420
19,VNP46A3.A2013060.h02v02.001.2021125073707.h5,2021-05-05 07:50,27480798
20,VNP46A3.A2013060.h02v03.001.2021125073707.h5,2021-05-05 07:55,5955395
21,VNP46A3.A2013060.h02v06.001.2021125102152.h5,2021-05-05 10:43,874457
22,VNP46A3.A2013060.h02v07.001.2021125073710.h5,2021-05-05 07:51,783292
23,VNP46A3.A2013060.h02v08.001.2021125073720.h5,2021-05-05 07:44,635043
24,VNP46A3.A2013060.h02v10.001.2021125073721.h5,2021-05-05 07:44,666850
25,VNP46A3.A2013060.h02v16.001.2021125122931.h5,2021-05-05 12:40,608904
26,VNP46A3.A2013060.h02v17.001.2021125073733.h5,2021-05-05 07:48,608816
27,VNP46A3.A2013060.h03v02.001.2021125073750.h5,2021-05-05 07:57,27948589
28,VNP46A3.A2013060.h03v03.001.2021125073738.h5,2021-05-05 07:49,835516
29,VNP46A3.A2013060.h03v09.001.2021125073739.h5,2021-05-05 07:56,636287
30,VNP46A3.A2013060.h03v10.001.2021125073739.h5,2021-05-05 07:56,948154
31,VNP46A3.A2013060.h03v11.001.2021125073729.h5,2021-05-05 07:46,629970
32,VNP46A3.A2013060.h03v16.001.2021125073752.h5,2021-05-05 07:45,826621
33,VNP46A3.A2013060.h03v17.001.2021125073733.h5,2021-05-05 07:46,608816
34,VNP46A3.A2013060.h04v02.001.2021125073734.h5,2021-05-05 07:52,26135994
35,VNP46A3.A2013060.h04v03.001.2021125073738.h5,2021-05-05 07:56,9981376
36,VNP46A3.A2013060.h04v09.001.2021125073757.h5,2021-05-05 07:56,635211
37,VNP46A3.A2013060.h04v10.001.2021125122935.h5,2021-05-05 12:38,628210
38,VNP46A3.A2013060.h04v11.001.2021125102202.h5,2021-05-05 10:43,656635
39,VNP46A3.A2013060.h04v16.001.2021125073751.h5,2021-05-05 07:44,1983171
40,VNP46A3.A2013060.h04v17.001.2021125073807.h5,2021-05-05 07:53,608816
41,VNP46A3.A2013060.h05v01.001.2021125073811.h5,2021-05-05 07:55,2849523
42,VNP46A3.A2013060.h05v02.001.2021125073805.h5,2021-05-05 07:54,22783732
43,VNP46A3.A2013060.h05v03.001.2021125073811.h5,2021-05-05 08:01,28756781
44,VNP46A3.A2013060.h05v04.001.2021125073806.h5,2021-05-05 08:00,10929465
45,VNP46A3.A2013060.h05v05.001.2021125073814.h5,2021-05-05 07:49,3837219
46,VNP46A3.A2013060.h05v16.001.2021125073821.h5,2021-05-05 07:53,2348080
47,VNP46A3.A2013060.h05v17.001.2021125073813.h5,2021-05-05 07:44,608816
48,VNP46A3.A2013060.h06v01.001.2021125073816.h5,2021-05-05 07:55,7386582
49,VNP46A3.A2013060.h06v02.001.2021125073820.h5,2021-05-05 07:51,17781210
50,VNP46A3.A2013060.h06v03.001.2021125073823.h5,2021-05-05 07:50,29516973
51,VNP46A3.A2013060.h06v04.001.2021125073819.h5,2021-05-05 07:58,25939734
