,name,last_modified,size
0,VNP46A3.A2022001.h00v01.001.2022076204916.h5,2022-03-17 20:55,979404
1,VNP46A3.A2022001.h00v02.001.2022076204917.h5,2022-03-17 20:55,6390677
2,VNP46A3.A2022001.h00v03.001.2022076204917.h5,2022-03-17 20:55,974882
3,VNP46A3.A2022001.h00v06.001.2022076204919.h5,2022-03-17 20:55,614679
4,VNP46A3.A2022001.h00v09.001.2022076204920.h5,2022-03-17 20:56,630984
5,VNP46A3.A2022001.h00v10.001.2022076204918.h5,2022-03-17 20:56,792058
6,VNP46A3.A2022001.h00v11.001.2022076204917.h5,2022-03-17 20:55,648778
7,VNP46A3.A2022001.h00v13.001.2022076204919.h5,2022-03-17 20:55,658862
8,VNP46A3.A2022001.h00v14.001.2022076204920.h5,2022-03-17 20:53,610064
9,VNP46A3.A2022001.h00v15.001.2022076204920.h5,2022-03-17 20:53,610064
10,VNP46A3.A2022001.h01v02.001.2022076205004.h5,2022-03-17 20:59,12692170
11,VNP46A3.A2022001.h01v03.001.2022076204958.h5,2022-03-17 21:01,3046129
12,VNP46A3.A2022001.h01v06.001.2022076205004.h5,2022-03-17 20:58,620846
13,VNP46A3.A2022001.h01v08.001.2022076205001.h5,2022-03-17 20:58,613849
14,VNP46A3.A2022001.h02v01.001.2022076204958.h5,2022-03-17 20:58,2481928
15,VNP46A3.A2022001.h02v02.001.2022076204956.h5,2022-03-17 21:00,24727042
16,VNP46A3.A2022001.h02v03.001.2022076205002.h5,2022-03-17 20:58,6043721
17,VNP46A3.A2022001.h02v06.001.2022076205004.h5,2022-03-17 20:58,868971
18,VNP46A3.A2022001.h02v07.001.2022076205003.h5,2022-03-17 20:59,779073
19,VNP46A3.A2022001.h02v08.001.2022076205003.h5,2022-03-17 20:58,638254
20,VNP46A3.A2022001.h02v10.001.2022076205003.h5,2022-03-17 20:58,663066
21,VNP46A3.A2022001.h03v02.001.2022076204954.h5,2022-03-17 20:59,25037389
22,VNP46A3.A2022001.h03v03.001.2022076204956.h5,2022-03-17 20:58,812241
23,VNP46A3.A2022001.h03v09.001.2022076204959.h5,2022-03-17 20:57,634365
24,VNP46A3.A2022001.h03v10.001.2022076204955.h5,2022-03-17 20:57,896672
25,VNP46A3.A2022001.h03v11.001.2022076204959.h5,2022-03-17 20:58,628652
26,VNP46A3.A2022001.h04v02.001.2022076205002.h5,2022-03-17 21:03,23542057
27,VNP46A3.A2022001.h04v03.001.2022076204955.h5,2022-03-17 20:58,9276697
28,VNP46A3.A2022001.h04v09.001.2022076205004.h5,2022-03-17 20:58,634687
29,VNP46A3.A2022001.h04v10.001.2022076204958.h5,2022-03-17 20:58,631441
30,VNP46A3.A2022001.h04v11.001.2022076205002.h5,2022-03-17 20:58,655247
31,VNP46A3.A2022001.h05v01.001.2022076205002.h5,2022-03-17 20:57,3041718
32,VNP46A3.A2022001.h05v02.001.2022076204958.h5,2022-03-17 21:00,24837380
33,VNP46A3.A2022001.h05v03.001.2022076204955.h5,2022-03-17 21:00,27947702
34,VNP46A3.A2022001.h05v04.001.2022076204956.h5,2022-03-17 20:58,14361823
35,VNP46A3.A2022001.h05v05.001.2022076204958.h5,2022-03-17 20:58,4345148
36,VNP46A3.A2022001.h06v01.001.2022076205005.h5,2022-03-17 20:58,7685280
37,VNP46A3.A2022001.h06v02.001.2022076204959.h5,2022-03-17 21:00,21337434
38,VNP46A3.A2022001.h06v03.001.2022076205000.h5,2022-03-17 21:00,29904625
39,VNP46A3.A2022001.h06v04.001.2022076205001.h5,2022-03-17 21:00,29858702
40,VNP46A3.A2022001.h06v05.001.2022076205000.h5,2022-03-17 21:00,18112301
41,VNP46A3.A2022001.h06v06.001.2022076205002.h5,2022-03-17 20:59,2490534
42,VNP46A3.A2022001.h07v01.001.2022076204954.h5,2022-03-17 20:57,5251667
43,VNP46A3.A2022001.h07v02.001.2022076204957.h5,2022-03-17 21:00,19649757
44,VNP46A3.A2022001.h07v03.001.2022076205001.h5,2022-03-17 21:00,31694064
45,VNP46A3.A2022001.h07v04.001.2022076204954.h5,2022-03-17 21:00,27663140
46,VNP46A3.A2022001.h07v05.001.2022076204955.h5,2022-03-17 20:59,20764301
47,VNP46A3.A2022001.h07v06.001.2022076204955.h5,2022-03-17 20:58,12558737
48,VNP46A3.A2022001.h07v07.001.2022076205003.h5,2022-03-17 20:58,2279074
49,VNP46A3.A2022001.h08v00.001.2022076204952.h5,2022-03-17 20:52,1036191
50,VNP46A3.A2022001.h08v01.001.2022076204959.h5,2022-03-17 20:58,7088944
51,VNP46A3.A2022001.h08v02.001.2022076205000.h5,2022-03-17 21:02,17199907
52,VNP46A3.A2022001.h08v03.001.2022076204955.h5,2022-03-17 21:00,30356717
53,VNP46A3.A2022001.h08v04.001.2022076205001.h5,2022-03-17 20:59,34512135
54,VNP46A3.A2022001.h08v05.001.2022076204958.h5,2022-03-17 21:00,24685770
55,VNP46A3.A2022001.h08v06.001.2022076204959.h5,2022-03-17 20:58,8617876
56,VNP46A3.A2022001.h08v07.001.2022076204959.h5,2022-03-17 20:58,8588516
57,VNP46A3.A2022001.h08v08.001.2022076205000.h5,2022-03-17 20:58,644256
58,VNP46A3.A2022001.h08v09.001.2022076205001.h5,2022-03-17 20:58,818112
59,VNP46A3.A2022001.h09v00.001.2022076204957.h5,2022-03-17 20:52,1635594
60,VNP46A3.A2022001.h09v01.001.2022076204953.h5,2022-03-17 20:58,10456577
61,VNP46A3.A2022001.h09v02.001.2022076204954.h5,2022-03-17 20:58,6623706
62,VNP46A3.A2022001.h09v03.001.2022076204959.h5,2022-03-17 20:59,16251465
63,VNP46A3.A2022001.h09v04.001.2022076205000.h5,2022-03-17 21:00,38308351
64,VNP46A3.A2022001.h09v05.001.2022076204959.h5,2022-03-17 20:59,29984946
65,VNP46A3.A2022001.h09v06.001.2022076205001.h5,2022-03-17 20:59,6668580
66,VNP46A3.A2022001.h09v07.001.2022076204959.h5,2022-03-17 20:59,6920801
67,VNP46A3.A2022001.h09v08.001.2022076204956.h5,2022-03-17 20:58,1991063
68,VNP46A3.A2022001.h09v09.001.2022076204957.h5,2022-03-17 20:58,1793660
69,VNP46A3.A2022001.h10v00.001.2022076204958.h5,2022-03-17 20:52,2340464
70,VNP46A3.A2022001.h10v01.001.2022076204956.h5,2022-03-17 20:58,5943561
71,VNP46A3.A2022001.h10v02.001.2022076204959.h5,2022-03-17 20:58,11609242
72,VNP46A3.A2022001.h10v03.001.2022076204957.h5,2022-03-17 20:59,25146996
73,VNP46A3.A2022001.h10v04.001.2022076204957.h5,2022-03-17 20:59,42888699
74,VNP46A3.A2022001.h10v05.001.2022076204956.h5,2022-03-17 20:59,12383713
75,VNP46A3.A2022001.h10v06.001.2022076204954.h5,2022-03-17 20:58,2792243
76,VNP46A3.A2022001.h10v07.001.2022076204956.h5,2022-03-17 20:58,4016275
77,VNP46A3.A2022001.h10v08.001.2022076204957.h5,2022-03-17 21:02,12513399
78,VNP46A3.A2022001.h10v09.001.2022076204952.h5,2022-03-17 20:59,10292759
79,VNP46A3.A2022001.h10v10.001.2022076204958.h5,2022-03-17 20:58,5966148
80,VNP46A3.A2022001.h10v11.001.2022076204955.h5,2022-03-17 20:58,1665556
81,VNP46A3.A2022001.h10v12.001.2022076204959.h5,2022-03-17 20:58,4552300
82,VNP46A3.A2022001.h10v13.001.2022076205003.h5,2022-03-17 20:58,7870025
83,VNP46A3.A2022001.h10v14.001.2022076205001.h5,2022-03-17 20:57,3221664
84,VNP46A3.A2022001.h10v15.001.2022076204954.h5,2022-03-17 20:54,610064
85,VNP46A3.A2022001.h11v00.001.2022076204953.h5,2022-03-17 20:52,1585097
86,VNP46A3.A2022001.h11v01.001.2022076204959.h5,2022-03-17 20:58,3866787
87,VNP46A3.A2022001.h11v02.001.2022076204956.h5,2022-03-17 20:58,8963314
88,VNP46A3.A2022001.h11v03.001.2022076205003.h5,2022-03-17 21:00,25712252
89,VNP46A3.A2022001.h11v04.001.2022076204958.h5,2022-03-17 20:59,14245742
90,VNP46A3.A2022001.h11v05.001.2022076205001.h5,2022-03-17 20:58,625219
91,VNP46A3.A2022001.h11v07.001.2022076204958.h5,2022-03-17 20:58,4028992
92,VNP46A3.A2022001.h11v08.001.2022076204958.h5,2022-03-17 20:59,11830753
93,VNP46A3.A2022001.h11v09.001.2022076205002.h5,2022-03-17 20:59,9384218
94,VNP46A3.A2022001.h11v10.001.2022076204952.h5,2022-03-17 20:59,9967668
95,VNP46A3.A2022001.h11v11.001.2022076204955.h5,2022-03-17 20:59,10560008
96,VNP46A3.A2022001.h11v12.001.2022076204959.h5,2022-03-17 20:59,11407803
