,name,last_modified,size
0,VNP46A3.A2014335.h00v01.001.2021126152503.h5,2021-05-06 15:29,1016604
1,VNP46A3.A2014335.h00v02.001.2021126152412.h5,2021-05-06 15:29,6573835
2,VNP46A3.A2014335.h00v03.001.2021126152455.h5,2021-05-06 15:30,964959
3,VNP46A3.A2014335.h00v06.001.2021126152344.h5,2021-05-06 15:35,613766
4,VNP46A3.A2014335.h00v09.001.2021126154305.h5,2021-05-06 15:48,628690
5,VNP46A3.A2014335.h00v10.001.2021126152340.h5,2021-05-06 15:29,814063
6,VNP46A3.A2014335.h00v11.001.2021126152458.h5,2021-05-06 15:30,652965
7,VNP46A3.A2014335.h00v13.001.2021126153747.h5,2021-05-06 15:43,658677
8,VNP46A3.A2014335.h00v14.001.2021126153741.h5,2021-05-06 15:42,608904
9,VNP46A3.A2014335.h00v15.001.2021126153738.h5,2021-05-06 15:43,608904
10,VNP46A3.A2014335.h01v02.001.2021126153755.h5,2021-05-06 15:44,13510724
11,VNP46A3.A2014335.h01v03.001.2021126153801.h5,2021-05-06 15:43,2663637
12,VNP46A3.A2014335.h01v06.001.2021126153920.h5,2021-05-06 15:44,620013
13,VNP46A3.A2014335.h01v08.001.2021126154507.h5,2021-05-06 15:53,612619
14,VNP46A3.A2014335.h02v01.001.2021126154918.h5,2021-05-06 15:54,3054433
15,VNP46A3.A2014335.h02v02.001.2021126154407.h5,2021-05-06 15:52,28914627
16,VNP46A3.A2014335.h02v03.001.2021126160215.h5,2021-05-06 16:08,4534912
17,VNP46A3.A2014335.h02v06.001.2021126155107.h5,2021-05-06 15:57,894867
18,VNP46A3.A2014335.h02v07.001.2021126155108.h5,2021-05-06 15:57,791639
19,VNP46A3.A2014335.h02v08.001.2021126155105.h5,2021-05-06 15:57,638193
20,VNP46A3.A2014335.h02v10.001.2021126160404.h5,2021-05-06 16:09,661352
21,VNP46A3.A2014335.h03v02.001.2021126160117.h5,2021-05-06 16:09,29734488
22,VNP46A3.A2014335.h03v03.001.2021126161542.h5,2021-05-06 16:20,770184
23,VNP46A3.A2014335.h03v09.001.2021126160128.h5,2021-05-06 16:07,636192
24,VNP46A3.A2014335.h03v10.001.2021126160117.h5,2021-05-06 16:06,943202
25,VNP46A3.A2014335.h03v11.001.2021126160124.h5,2021-05-06 16:07,629547
