,name,last_modified,size
0,VNP46A3.A2021152.h00v01.001.2021225130941.h5,2021-08-13 13:11,607368
1,VNP46A3.A2021152.h00v02.001.2021225130940.h5,2021-08-13 13:11,607368
2,VNP46A3.A2021152.h00v03.001.2021225123621.h5,2021-08-13 12:45,609976
3,VNP46A3.A2021152.h00v06.001.2021225123623.h5,2021-08-13 12:45,614725
4,VNP46A3.A2021152.h00v09.001.2021225123623.h5,2021-08-13 12:45,632463
5,VNP46A3.A2021152.h00v10.001.2021225123623.h5,2021-08-13 12:45,822066
6,VNP46A3.A2021152.h00v11.001.2021225123623.h5,2021-08-13 12:45,654644
7,VNP46A3.A2021152.h00v13.001.2021225123652.h5,2021-08-13 12:49,649575
8,VNP46A3.A2021152.h00v14.001.2021225123624.h5,2021-08-13 12:45,609976
9,VNP46A3.A2021152.h00v15.001.2021225123625.h5,2021-08-13 12:45,609976
10,VNP46A3.A2021152.h01v02.001.2021225130940.h5,2021-08-13 13:11,607368
11,VNP46A3.A2021152.h01v03.001.2021225123625.h5,2021-08-13 12:45,609976
12,VNP46A3.A2021152.h01v06.001.2021225123635.h5,2021-08-13 12:45,619829
13,VNP46A3.A2021152.h01v08.001.2021225123636.h5,2021-08-13 12:45,613851
14,VNP46A3.A2021152.h02v01.001.2021225130942.h5,2021-08-13 13:11,607368
15,VNP46A3.A2021152.h02v02.001.2021225130943.h5,2021-08-13 13:11,607368
16,VNP46A3.A2021152.h02v03.001.2021225123636.h5,2021-08-13 12:45,609976
17,VNP46A3.A2021152.h02v06.001.2021225123638.h5,2021-08-13 12:45,885492
18,VNP46A3.A2021152.h02v07.001.2021225123640.h5,2021-08-13 12:45,792691
19,VNP46A3.A2021152.h02v08.001.2021225123651.h5,2021-08-13 12:49,636751
20,VNP46A3.A2021152.h02v10.001.2021225123646.h5,2021-08-13 12:45,662762
21,VNP46A3.A2021152.h03v02.001.2021225130940.h5,2021-08-13 13:11,607368
22,VNP46A3.A2021152.h03v03.001.2021225123658.h5,2021-08-13 12:45,609976
23,VNP46A3.A2021152.h03v09.001.2021225123656.h5,2021-08-13 12:45,635138
24,VNP46A3.A2021152.h03v10.001.2021225123713.h5,2021-08-13 12:45,946325
