,name,last_modified,size
0,VNP46A4.A2018001.h00v01.001.2022263134337.h5,2022-09-20 18:17,1356101
1,VNP46A4.A2018001.h00v02.001.2021124174709.h5,2021-05-05 01:57,9795161
2,VNP46A4.A2018001.h00v03.001.2021120235319.h5,2021-05-01 09:41,1089939
3,VNP46A4.A2018001.h00v06.001.2021124125232.h5,2021-05-05 01:15,644568
4,VNP46A4.A2018001.h00v09.001.2021119041324.h5,2021-04-29 15:09,666458
5,VNP46A4.A2018001.h00v10.001.2021119035945.h5,2021-04-29 15:09,906547
6,VNP46A4.A2018001.h00v11.001.2021124180607.h5,2021-05-05 04:06,692796
7,VNP46A4.A2018001.h00v13.001.2021125072107.h5,2021-05-05 19:19,695610
8,VNP46A4.A2018001.h00v14.001.2021124234102.h5,2021-05-05 09:24,638872
9,VNP46A4.A2018001.h00v15.001.2021119035834.h5,2021-04-29 13:41,638968
10,VNP46A4.A2018001.h00v16.001.2022263135635.h5,2022-09-20 17:51,663472
11,VNP46A4.A2018001.h00v17.001.2022263133839.h5,2022-09-20 14:38,786404
12,VNP46A4.A2018001.h01v02.001.2021125123008.h5,2021-05-05 22:18,18593685
13,VNP46A4.A2018001.h01v03.001.2021119040010.h5,2021-04-29 14:29,3514308
14,VNP46A4.A2018001.h01v06.001.2021119042929.h5,2021-04-29 15:41,652089
15,VNP46A4.A2018001.h01v08.001.2021124180309.h5,2021-05-05 03:58,643905
16,VNP46A4.A2018001.h01v16.001.2022263132820.h5,2022-09-20 17:03,1232120
17,VNP46A4.A2018001.h01v17.001.2022263132731.h5,2022-09-20 14:34,926833
18,VNP46A4.A2018001.h02v01.001.2022263134550.h5,2022-09-20 18:17,3744746
19,VNP46A4.A2018001.h02v02.001.2021124174506.h5,2021-05-05 02:10,38416712
20,VNP46A4.A2018001.h02v03.001.2021119040123.h5,2021-04-29 15:11,7681887
21,VNP46A4.A2018001.h02v06.001.2021124180609.h5,2021-05-05 04:00,965719
22,VNP46A4.A2018001.h02v07.001.2021124181052.h5,2021-05-05 04:16,879881
