,name,last_modified,size
0,VNP46A3.A2022091.h00v01.001.2022128105428.h5,2022-05-08 10:58,608984
1,VNP46A3.A2022091.h00v02.001.2022128105923.h5,2022-05-08 11:03,1685042
2,VNP46A3.A2022091.h00v03.001.2022128103415.h5,2022-05-08 10:39,898880
3,VNP46A3.A2022091.h00v06.001.2022128095416.h5,2022-05-08 09:59,614673
4,VNP46A3.A2022091.h00v09.001.2022128095156.h5,2022-05-08 09:57,633828
5,VNP46A3.A2022091.h00v10.001.2022128095929.h5,2022-05-08 10:06,829670
6,VNP46A3.A2022091.h00v11.001.2022128095158.h5,2022-05-08 09:59,654310
7,VNP46A3.A2022091.h00v13.001.2022128095920.h5,2022-05-08 10:06,658169
8,VNP46A3.A2022091.h00v14.001.2022128100425.h5,2022-05-08 10:10,609976
9,VNP46A3.A2022091.h00v15.001.2022128100151.h5,2022-05-08 10:08,609976
10,VNP46A3.A2022091.h00v16.001.2022128094653.h5,2022-05-08 09:52,643333
11,VNP46A3.A2022091.h00v17.001.2022128083123.h5,2022-05-08 08:34,647457
12,VNP46A3.A2022091.h01v02.001.2022128110222.h5,2022-05-08 11:06,5598818
13,VNP46A3.A2022091.h01v03.001.2022128104426.h5,2022-05-08 10:49,2335096
14,VNP46A3.A2022091.h01v06.001.2022128095156.h5,2022-05-08 09:58,620581
15,VNP46A3.A2022091.h01v08.001.2022128094927.h5,2022-05-08 09:54,614185
16,VNP46A3.A2022091.h01v16.001.2022128094658.h5,2022-05-08 09:51,1163606
17,VNP46A3.A2022091.h01v17.001.2022128083118.h5,2022-05-08 08:34,964145
18,VNP46A3.A2022091.h02v01.001.2022128105427.h5,2022-05-08 10:57,608984
19,VNP46A3.A2022091.h02v02.001.2022128110954.h5,2022-05-08 11:14,9668644
20,VNP46A3.A2022091.h02v03.001.2022128110454.h5,2022-05-08 11:09,4885357
21,VNP46A3.A2022091.h02v06.001.2022128095203.h5,2022-05-08 09:57,904838
22,VNP46A3.A2022091.h02v07.001.2022128095422.h5,2022-05-08 10:00,811669
23,VNP46A3.A2022091.h02v08.001.2022128095208.h5,2022-05-08 09:59,638413
24,VNP46A3.A2022091.h02v10.001.2022128095423.h5,2022-05-08 10:00,668500
25,VNP46A3.A2022091.h02v16.001.2022128095205.h5,2022-05-08 09:57,2285819
26,VNP46A3.A2022091.h02v17.001.2022128083123.h5,2022-05-08 08:35,1904078
27,VNP46A3.A2022091.h03v02.001.2022128110730.h5,2022-05-08 11:12,11705645
28,VNP46A3.A2022091.h03v03.001.2022128105429.h5,2022-05-08 10:59,778781
29,VNP46A3.A2022091.h03v09.001.2022128095207.h5,2022-05-08 10:01,637453
30,VNP46A3.A2022091.h03v10.001.2022128100151.h5,2022-05-08 10:08,974874
31,VNP46A3.A2022091.h03v11.001.2022128094927.h5,2022-05-08 09:59,631271
32,VNP46A3.A2022091.h03v16.001.2022128095653.h5,2022-05-08 10:02,5041954
33,VNP46A3.A2022091.h03v17.001.2022128083127.h5,2022-05-08 08:34,2306177
34,VNP46A3.A2022091.h04v02.001.2022128110728.h5,2022-05-08 11:12,11644440
35,VNP46A3.A2022091.h04v03.001.2022128110247.h5,2022-05-08 11:07,8853596
36,VNP46A3.A2022091.h04v09.001.2022128095209.h5,2022-05-08 09:58,636345
37,VNP46A3.A2022091.h04v10.001.2022128095427.h5,2022-05-08 10:01,634877
38,VNP46A3.A2022091.h04v11.001.2022128095426.h5,2022-05-08 10:00,660264
39,VNP46A3.A2022091.h04v16.001.2022128095920.h5,2022-05-08 10:06,8926666
40,VNP46A3.A2022091.h04v17.001.2022128083126.h5,2022-05-08 08:35,2826120
41,VNP46A3.A2022091.h05v01.001.2022128105923.h5,2022-05-08 11:02,608984
42,VNP46A3.A2022091.h05v02.001.2022128110729.h5,2022-05-08 11:12,13524443
43,VNP46A3.A2022091.h05v03.001.2022128111755.h5,2022-05-08 11:24,27720438
44,VNP46A3.A2022091.h05v04.001.2022128101958.h5,2022-05-08 10:26,11437577
45,VNP46A3.A2022091.h05v05.001.2022128100155.h5,2022-05-08 10:08,3901571
46,VNP46A3.A2022091.h05v16.001.2022128095924.h5,2022-05-08 10:05,12534658
