,name,last_modified,size
0,VNP46A3.A2019182.h00v01.001.2021126110821.h5,2021-05-06 11:12,606208
1,VNP46A3.A2019182.h00v02.001.2021126110828.h5,2021-05-06 11:19,608456
2,VNP46A3.A2019182.h00v03.001.2021125194134.h5,2021-05-05 20:01,675990
3,VNP46A3.A2019182.h00v06.001.2021125194147.h5,2021-05-05 20:01,613438
4,VNP46A3.A2019182.h00v09.001.2021125194154.h5,2021-05-05 20:04,630446
5,VNP46A3.A2019182.h00v10.001.2021125194200.h5,2021-05-05 20:04,823261
6,VNP46A3.A2019182.h00v11.001.2021125194237.h5,2021-05-05 20:04,655867
7,VNP46A3.A2019182.h00v13.001.2021125194149.h5,2021-05-05 20:01,657329
8,VNP46A3.A2019182.h00v14.001.2021125194152.h5,2021-05-05 20:01,608904
9,VNP46A3.A2019182.h00v15.001.2021125194152.h5,2021-05-05 20:04,608904
10,VNP46A3.A2019182.h00v16.001.2021125194144.h5,2021-05-05 19:57,631526
11,VNP46A3.A2019182.h01v02.001.2021126110825.h5,2021-05-06 11:19,608632
12,VNP46A3.A2019182.h01v03.001.2021125194144.h5,2021-05-05 20:04,613193
13,VNP46A3.A2019182.h01v06.001.2021125194154.h5,2021-05-05 20:01,618893
14,VNP46A3.A2019182.h01v08.001.2021125194202.h5,2021-05-05 20:01,612541
15,VNP46A3.A2019182.h01v16.001.2021125194156.h5,2021-05-05 19:57,855587
16,VNP46A3.A2019182.h02v01.001.2021126110822.h5,2021-05-06 11:12,606208
17,VNP46A3.A2019182.h02v02.001.2021126110826.h5,2021-05-06 11:19,608544
18,VNP46A3.A2019182.h02v03.001.2021125194154.h5,2021-05-05 20:01,608904
19,VNP46A3.A2019182.h02v06.001.2021125194206.h5,2021-05-05 20:01,885767
20,VNP46A3.A2019182.h02v07.001.2021125194205.h5,2021-05-05 20:01,775047
21,VNP46A3.A2019182.h02v08.001.2021125194211.h5,2021-05-05 20:01,637539
22,VNP46A3.A2019182.h02v10.001.2021125194217.h5,2021-05-05 20:04,664368
